geneSymbol,ACC,BLCA,BRCA,CESC,CHOL,COADREAD,DLBC,ESCA,GBM,HNSC,KICH,KIRC,KIRP,LAML,LGG,LIHC,LUAD,LUSC,MESO,OV,PAAD,PCPG,PRAD,SARC,SKCM,STAD,TGCT,THCA,THYM,UCEC,UCS,UVM
BRCA1,0.34831460674157305,0.48157248157248156,0.5532319391634981,0.31010452961672474,0.2777777777777778,0.36466165413533835,0.21951219512195122,0.44505494505494503,0.22894736842105262,0.26129666011787817,0.7538461538461538,0.13,0.6666666666666666,0.05759162303664921,0.08414872798434442,0.3850415512465374,0.5225048923679061,0.5723140495867769,0.27906976744186046,0.8493150684931506,0.2696629213483146,0.22981366459627328,0.14519427402862986,0.4268774703557312,0.41597796143250687,0.38940092165898615,0.4697986577181208,0.04106776180698152,0.13008130081300814,0.3522504892367906,0.75,0.125
BRCA2,0.5168539325842697,0.5405405405405406,0.5361216730038023,0.47038327526132406,0.5555555555555556,0.6992481203007519,0.2682926829268293,0.6428571428571429,0.37894736842105264,0.5540275049115914,0.6923076923076923,0.235,0.21014492753623187,0.04712041884816754,0.27788649706457924,0.45706371191135736,0.6614481409001957,0.7644628099173554,0.5232558139534884,0.7397260273972602,0.2808988764044944,0.11180124223602485,0.2965235173824131,0.6363636363636364,0.5289256198347108,0.5368663594470046,0.7651006711409396,0.043121149897330596,0.13821138211382114,0.3953033268101761,0.7321428571428571,0.125
PALB2,0.6067415730337079,0.4987714987714988,0.596958174904943,0.2926829268292683,0.3055555555555556,0.32706766917293234,0.24390243902439024,0.521978021978022,0.24210526315789474,0.35363457760314343,0.36923076923076925,0.2425,0.5398550724637681,0.015706806282722512,0.0684931506849315,0.38227146814404434,0.487279843444227,0.5041322314049587,0.27906976744186046,0.6203522504892368,0.19101123595505617,0.09937888198757763,0.14519427402862986,0.4189723320158103,0.371900826446281,0.37557603686635943,0.38926174496644295,0.03285420944558522,0.056910569105691054,0.2857142857142857,0.75,0.0875
RAD51,0.38202247191011235,0.4864864864864865,0.4344106463878327,0.3902439024390244,0.3611111111111111,0.4417293233082707,0.24390243902439024,0.510989010989011,0.3131578947368421,0.38703339882121807,0.35384615384615387,0.13,0.14130434782608695,0.02617801047120419,0.13307240704500978,0.29916897506925205,0.6007827788649707,0.5619834710743802,0.37209302325581395,0.6908023483365949,0.25842696629213485,0.09937888198757763,0.15132924335378323,0.43873517786561267,0.45454545454545453,0.3548387096774194,0.5704697986577181,0.018480492813141684,0.11382113821138211,0.3111545988258317,0.7857142857142857,0.075
RAD51C,0.34831460674157305,0.5135135135135135,0.526615969581749,0.3170731707317073,0.2777777777777778,0.35150375939849626,0.14634146341463414,0.41208791208791207,0.21842105263157896,0.2593320235756385,0.7538461538461538,0.1275,0.6956521739130435,0.04712041884816754,0.09001956947162426,0.40443213296398894,0.5264187866927593,0.5599173553719008,0.32558139534883723,0.7084148727984344,0.3707865168539326,0.14285714285714285,0.09406952965235174,0.45454545454545453,0.4628099173553719,0.3548387096774194,0.44966442953020136,0.04106776180698152,0.12195121951219512,0.27788649706457924,0.6964285714285714,0.1625
ATM,0.4157303370786517,0.5528255528255528,0.5903041825095057,0.5888501742160279,0.3888888888888889,0.42293233082706766,0.36585365853658536,0.5879120879120879,0.21052631578947367,0.5992141453831041,0.38461538461538464,0.145,0.15942028985507245,0.05235602094240838,0.1761252446183953,0.33518005540166207,0.5068493150684932,0.5764462809917356,0.3023255813953488,0.6086105675146771,0.2247191011235955,0.2981366459627329,0.1901840490797546,0.5296442687747036,0.6556473829201102,0.4423963133640553,0.8120805369127517,0.03696098562628337,0.06504065040650407,0.3933463796477495,0.6785714285714286,0.1625
ATR,0.42696629213483145,0.5724815724815725,0.35076045627376423,0.7282229965156795,0.3611111111111111,0.2781954887218045,0.3902439024390244,0.6593406593406593,0.2394736842105263,0.6699410609037328,0.2153846153846154,0.3025,0.36594202898550726,0.02617801047120419,0.08806262230919765,0.296398891966759,0.4931506849315068,0.859504132231405,0.29069767441860467,0.7181996086105675,0.25280898876404495,0.577639751552795,0.1738241308793456,0.383399209486166,0.44352617079889806,0.41013824884792627,0.3959731543624161,0.02053388090349076,0.0975609756097561,0.37377690802348335,0.6607142857142857,0.55
CHEK1,0.3595505617977528,0.4914004914004914,0.5807984790874525,0.5923344947735192,0.3888888888888889,0.30639097744360905,0.36585365853658536,0.5769230769230769,0.2026315789473684,0.5697445972495089,0.36923076923076925,0.11,0.13768115942028986,0.05759162303664921,0.21526418786692758,0.3185595567867036,0.4657534246575342,0.5599173553719008,0.26744186046511625,0.6183953033268101,0.20786516853932585,0.2919254658385093,0.13496932515337423,0.5296442687747036,0.6143250688705234,0.37557603686635943,0.8187919463087249,0.026694045174537988,0.08130081300813008,0.26418786692759294,0.625,0.1875
CHEK2,0.5730337078651685,0.5552825552825553,0.5541825095057035,0.3588850174216028,0.3333333333333333,0.3815789473684211,0.12195121951219512,0.5989010989010989,0.4,0.3791748526522593,0.4,0.1625,0.2318840579710145,0.05759162303664921,0.16046966731898238,0.3628808864265928,0.5714285714285714,0.6818181818181818,0.8023255813953488,0.821917808219178,0.3258426966292135,0.36645962732919257,0.14519427402862986,0.5296442687747036,0.4793388429752066,0.43548387096774194,0.5906040268456376,0.17864476386036962,0.18699186991869918,0.33463796477495106,0.8214285714285714,0.075
MLH1,0.3707865168539326,0.5356265356265356,0.37167300380228135,0.5087108013937283,0.8333333333333334,0.2800751879699248,0.3902439024390244,0.7252747252747253,0.18157894736842106,0.7347740667976425,0.24615384615384617,0.8925,0.34057971014492755,0.03664921465968586,0.10371819960861056,0.2770083102493075,0.5322896281800391,0.8636363636363636,0.38372093023255816,0.5146771037181996,0.28651685393258425,0.391304347826087,0.10633946830265849,0.38735177865612647,0.39944903581267216,0.39631336405529954,0.4161073825503356,0.01026694045174538,0.11382113821138211,0.26810176125244617,0.7321428571428571,0.55
